order_id,order_date,updated_at,customer_id,product_id,product_name,category,city,quantity,unit_price,discount,payment_method,status
ORD0102287,2026-03-24 13:08:00,2026-03-24 13:22:00,CUST02444,P005,Smart Watch,Wearables,Jaipur,5,11418.89,0.0,NetBanking,Completed
ORD0102288,2026-04-07 09:04:00,2026-04-07 13:26:00,CUST05033,P008,Portable SSD 1TB,Storage,Mumbai,3,6889.21,0.05,Wallet,Completed
ORD0102289,2026-02-03 23:59:00,2026-02-04 00:54:00,CUST07162,P009,Bluetooth Speaker,Audio,Mumbai,1,5203.81,0.1,UPI,Cancelled
ORD0102290,2026-02-01 08:39:00,2026-02-01 11:12:00,CUST08559,P003,Noise Cancelling Headphones,Audio,Jaipur,5,6169.15,0.0,COD,Completed
ORD0102291,2026-01-23 14:03:00,2026-01-23 18:10:00,CUST02181,P001,Wireless Mouse,Accessories,Lucknow,5,695.49,0.15,NetBanking,Refunded
ORD0102292,2026-01-13 05:26:00,2026-01-13 08:33:00,CUST08243,P008,Portable SSD 1TB,Storage,Kolkata,5,7817.21,0.0,NetBanking,Completed
ORD0102293,2026-03-15 20:36:00,2026-03-15 21:24:00,CUST03266,P001,Wireless Mouse,Accessories,Pune,2,750.31,0.0,UPI,Completed
ORD0102294,2026-03-11 17:37:00,2026-03-11 21:58:00,CUST07918,P008,Portable SSD 1TB,Storage,Hyderabad,5,6682.97,0.2,NetBanking,Completed
ORD0102295,2026-03-22 04:00:00,2026-03-22 04:22:00,CUST08515,P004,USB-C Charger,Power,Jaipur,4,1047.86,0.0,Wallet,Completed
ORD0102296,2026-01-05 02:05:00,2026-01-05 03:32:00,CUST07359,P008,Portable SSD 1TB,Storage,Bengaluru,2,7955.83,0.0,Wallet,Cancelled
ORD0102297,2026-02-12 22:49:00,2026-02-12 23:32:00,CUST08810,P007,Gaming Controller,Gaming,Chennai,5,2860.4,0.05,COD,Completed
ORD0102298,2026-01-11 15:14:00,2026-01-11 18:20:00,CUST05442,P001,Wireless Mouse,Accessories,Pune,-3,856.77,0.15,Card,Completed
ORD0102299,2026-04-02 03:55:00,2026-04-02 08:05:00,CUST07213,P001,Wireless Mouse,Accessories,Mumbai,2,726.55,0.2,COD,Completed
ORD0102300,2026-01-17 02:08:00,2026-01-17 06:03:00,CUST08263,P007,Gaming Controller,Gaming,Chennai,4,2578.45,0.0,UPI,Completed
ORD0102301,2026-01-02 06:27:00,2026-01-02 07:21:00,CUST02655,P006,Webcam HD,Accessories,Kolkata,1,3012.3,0.0,NetBanking,Cancelled
ORD0102302,2026-02-22 09:12:00,2026-02-22 11:18:00,CUST06702,P001,Wireless Mouse,Accessories,Bengaluru,2,715.16,0.0,Card,Completed
ORD0102303,2026-03-31 11:43:00,2026-03-31 12:39:00,CUST06935,P010,Laptop Stand,Accessories,Kolkata,3,1751.46,0.0,COD,Completed
ORD0102304,2026-04-04 21:18:00,2026-04-04 23:24:00,CUST04938,P003,Noise Cancelling Headphones,Audio,Lucknow,3,7204.81,0.05,NetBanking,Cancelled
ORD0102305,2025-12-27 12:45:00,2025-12-27 14:11:00,CUST05752,P009,Bluetooth Speaker,Audio,Lucknow,4,4726.94,0.0,NetBanking,Completed
ORD0102306,2026-01-24 02:34:00,2026-01-24 07:01:00,CUST06241,P002,Mechanical Keyboard,Accessories,Lucknow,5,2998.79,0.2,UPI,Completed
ORD0102307,2026-01-03 10:09:00,2026-01-03 14:40:00,CUST04573,P003,Noise Cancelling Headphones,Audio,Hyderabad,3,6544.36,0.0,UPI,Cancelled
ORD0102308,2026-01-21 22:39:00,2026-01-22 03:34:00,CUST05766,P006,Webcam HD,Accessories,Kolkata,3,4193.69,0.1,Wallet,Refunded
ORD0102309,2026-02-18 01:27:00,2026-02-18 02:43:00,CUST04569,P006,Webcam HD,Accessories,Ahmedabad,4,4017.74,0.05,UPI,Completed
ORD0102310,2026-01-18 16:02:00,2026-01-18 16:11:00,CUST04762,P007,Gaming Controller,Gaming,Lucknow,3,3423.68,0.0,UPI,Completed
ORD0102311,2025-12-24 02:27:00,2025-12-24 02:44:00,CUST04624,P002,Mechanical Keyboard,Accessories,Chennai,5,2994.54,0.0,Wallet,Completed
ORD0102312,2026-02-15 04:53:00,2026-02-15 09:57:00,CUST04704,P003,Noise Cancelling Headphones,Audio,Jaipur,2,6301.56,0.05,Card,Cancelled
ORD0102313,2025-12-22 08:05:00,2025-12-22 13:31:00,CUST03578,P003,Noise Cancelling Headphones,Audio,Chennai,1,7462.34,0.1,Wallet,Completed
ORD0102314,2026-01-12 04:53:00,2026-01-12 06:13:00,CUST01854,P005,Smart Watch,Wearables,Jaipur,4,10433.09,0.0,Card,Completed
ORD0102315,2025-12-16 01:29:00,2025-12-16 06:45:00,CUST05304,P010,Laptop Stand,Accessories,Pune,5,1672.28,0.0,COD,Cancelled
ORD0102316,2025-12-26 10:02:00,2025-12-26 13:15:00,CUST04385,P005,Smart Watch,Wearables,Delhi,2,9451.01,0.05,Card,Completed
ORD0102317,2026-02-06 08:35:00,2026-02-06 09:45:00,CUST01292,P010,Laptop Stand,Accessories,Pune,1,1350.49,0.0,Card,Refunded
ORD0102318,2026-03-28 02:03:00,2026-03-28 03:59:00,CUST05230,P003,Noise Cancelling Headphones,Audio,Pune,3,8674.4,0.0,COD,Completed
ORD0102319,2026-03-18 22:55:00,2026-03-19 00:34:00,CUST07787,P003,Noise Cancelling Headphones,Audio,Jaipur,5,7252.87,0.1,Wallet,Completed
ORD0102320,2025-12-27 20:37:00,2025-12-28 01:13:00,CUST03049,P002,Mechanical Keyboard,Accessories,Kolkata,2,2356.08,0.0,UPI,Cancelled
ORD0102321,2025-12-20 04:20:00,2025-12-20 05:31:00,CUST08176,P003,Noise Cancelling Headphones,Audio,Kolkata,4,6309.34,0.15,Wallet,Refunded
ORD0102322,2026-01-25 13:41:00,2026-01-25 14:50:00,CUST05324,P004,USB-C Charger,Power,Mumbai,2,1303.84,0.0,Card,Cancelled
ORD0102323,2026-03-04 06:30:00,2026-03-04 10:50:00,CUST04126,P004,USB-C Charger,Power,Kolkata,5,1090.02,0.2,COD,Completed
ORD0102324,2026-03-15 14:35:00,2026-03-15 16:27:00,CUST07971,P008,Portable SSD 1TB,Storage,Kolkata,2,6923.2,0.05,COD,Completed
ORD0102325,2026-03-24 18:36:00,2026-03-24 20:09:00,CUST08588,P005,Smart Watch,Wearables,Lucknow,5,12307.38,0.05,COD,Completed
ORD0102326,2026-01-26 01:32:00,2026-01-26 06:23:00,CUST08394,P007,Gaming Controller,Gaming,Bengaluru,3,2584.14,0.0,Card,Completed
ORD0102327,2026-01-05 03:50:00,2026-01-05 09:25:00,CUST07209,P001,Wireless Mouse,Accessories,Kolkata,1,738.86,0.2,UPI,Refunded
ORD0102328,2025-12-19 03:52:00,2025-12-19 07:14:00,CUST06011,P010,Laptop Stand,Accessories,Delhi,5,1676.61,0.0,Card,Completed
ORD0102329,2026-01-02 14:58:00,2026-01-02 19:56:00,CUST07783,P002,Mechanical Keyboard,Accessories,Ahmedabad,4,2340.96,0.0,COD,Completed
ORD0102330,2025-12-23 19:39:00,2025-12-24 00:42:00,CUST07865,P001,Wireless Mouse,Accessories,Jaipur,1,737.3,0.15,UPI,Cancelled
ORD0102331,2026-03-29 07:06:00,2026-03-29 10:39:00,CUST08130,P005,Smart Watch,Wearables,Ahmedabad,2,10724.93,0.05,Wallet,Completed
ORD0102332,2026-01-17 05:01:00,2026-01-17 10:00:00,CUST07641,P007,Gaming Controller,Gaming,Hyderabad,5,3384.02,0.05,UPI,Completed
ORD0102333,2026-03-24 18:35:00,2026-03-24 18:43:00,CUST03722,P003,Noise Cancelling Headphones,Audio,Hyderabad,2,7154.75,0.05,COD,Refunded
ORD0102334,2026-02-20 09:05:00,2026-02-20 09:22:00,CUST08739,P002,Mechanical Keyboard,Accessories,Delhi,5,2905.13,0.05,COD,Cancelled
ORD0102335,2026-02-18 16:09:00,2026-02-18 21:27:00,CUST07501,P009,Bluetooth Speaker,Audio,Hyderabad,3,5055.99,0.1,Wallet,Cancelled
ORD0102336,2026-02-08 13:48:00,2026-02-08 14:42:00,CUST07928,P009,Bluetooth Speaker,Audio,Ahmedabad,1,4725.61,0.05,COD,Completed
ORD0102337,2026-03-24 07:17:00,2026-03-24 11:40:00,CUST02161,P008,Portable SSD 1TB,Storage,Lucknow,3,8107.38,0.0,UPI,Completed
ORD0102338,2025-12-21 05:08:00,2025-12-21 07:42:00,CUST01103,P003,Noise Cancelling Headphones,Audio,Mumbai,1,8234.48,0.15,UPI,Cancelled
ORD0102339,2025-12-27 03:08:00,2025-12-27 07:52:00,CUST08816,P006,Webcam HD,Accessories,Chennai,4,2995.19,0.0,UPI,Cancelled
ORD0102340,2026-02-04 19:21:00,2026-02-04 23:22:00,CUST05934,P007,Gaming Controller,Gaming,Bengaluru,1,3161.71,0.2,Card,Completed
ORD0102341,2026-02-01 08:06:00,2026-02-01 08:36:00,CUST05762,P005,Smart Watch,Wearables,Pune,4,9014.03,0.05,Wallet,Completed
ORD0102342,2026-02-19 11:19:00,2026-02-19 13:23:00,CUST06614,P002,Mechanical Keyboard,Accessories,Ahmedabad,1,2345.62,0.05,Card,Completed
ORD0102343,2026-03-14 12:51:00,2026-03-14 17:07:00,CUST06553,P009,Bluetooth Speaker,Audio,Delhi,2,5286.05,0.1,Wallet,Cancelled
ORD0102344,2026-02-24 12:07:00,2026-02-24 17:39:00,CUST01330,P010,Laptop Stand,Accessories,Delhi,1,1276.37,0.15,UPI,Cancelled
ORD0102345,2026-01-15 21:27:00,2026-01-16 02:17:00,CUST03451,P002,Mechanical Keyboard,Accessories,Bengaluru,2,2431.04,0.15,Card,Refunded
ORD0102346,2026-01-24 06:35:00,2026-01-24 11:56:00,CUST05324,P008,Portable SSD 1TB,Storage,Bengaluru,4,6837.17,0.0,Wallet,Refunded
ORD0102347,2026-03-16 06:42:00,2026-03-16 12:26:00,CUST01254,P009,Bluetooth Speaker,Audio,Ahmedabad,5,4635.04,0.1,Wallet,Completed
ORD0102348,2026-01-09 04:13:00,2026-01-09 09:35:00,CUST08085,P006,Webcam HD,Accessories,Bengaluru,4,4155.78,0.15,COD,Completed
ORD0102349,2026-02-14 12:02:00,2026-02-14 15:33:00,CUST02304,P001,Wireless Mouse,Accessories,Lucknow,4,804.08,0.1,UPI,Completed
ORD0102350,2026-02-18 15:43:00,2026-02-18 17:47:00,CUST04439,P007,Gaming Controller,Gaming,Lucknow,5,3553.44,0.0,NetBanking,Completed
ORD0102351,2026-03-16 00:45:00,2026-03-16 03:50:00,CUST02136,P010,Laptop Stand,Accessories,Ahmedabad,3,1538.12,0.0,NetBanking,Refunded
ORD0102352,2026-03-11 17:20:00,2026-03-11 22:07:00,CUST01500,P003,Noise Cancelling Headphones,Audio,Hyderabad,1,8494.11,0.0,Wallet,Completed
ORD0102353,2026-02-09 18:16:00,2026-02-09 20:52:00,CUST04539,P002,Mechanical Keyboard,Accessories,Ahmedabad,2,2970.76,0.15,UPI,Cancelled
ORD0102354,2026-01-22 02:23:00,2026-01-22 07:22:00,CUST07216,P003,Noise Cancelling Headphones,Audio,Mumbai,5,6449.77,0.2,Wallet,Completed
ORD0102355,2026-01-29 03:33:00,2026-01-29 07:46:00,CUST03340,P009,Bluetooth Speaker,Audio,Jaipur,5,5176.11,0.05,Wallet,Completed
ORD0102356,2026-02-03 09:22:00,2026-02-03 10:41:00,CUST04670,P006,Webcam HD,Accessories,Pune,5,3243.66,0.2,Wallet,Completed
ORD0102357,2026-01-11 07:15:00,2026-01-11 12:46:00,CUST08555,P001,Wireless Mouse,Accessories,Hyderabad,2,835.88,0.0,Wallet,Completed
ORD0102358,2026-03-01 01:10:00,2026-03-01 06:15:00,CUST04005,P006,Webcam HD,Accessories,Jaipur,1,3248.48,0.2,COD,Refunded
ORD0102359,2026-01-10 00:07:00,2026-01-10 03:44:00,CUST07732,P009,Bluetooth Speaker,Audio,Mumbai,5,4318.71,0.0,UPI,Completed
ORD0102360,2026-03-03 20:11:00,2026-03-03 21:24:00,CUST08898,P002,Mechanical Keyboard,Accessories,Mumbai,5,3109.36,0.0,UPI,Completed
ORD0102361,2026-03-16 04:17:00,2026-03-16 05:42:00,CUST05318,P006,Webcam HD,Accessories,Kolkata,3,4045.04,0.0,Wallet,Completed
ORD0102362,2026-04-10 10:05:00,2026-04-10 15:08:00,CUST05894,P003,Noise Cancelling Headphones,Audio,Lucknow,5,7500.33,0.0,Wallet,Completed
ORD0102363,2025-12-30 06:27:00,2025-12-30 06:38:00,CUST07819,P001,Wireless Mouse,Accessories,Lucknow,4,978.13,0.0,UPI,Completed
ORD0102364,2026-03-17 04:01:00,2026-03-17 06:57:00,CUST06436,P005,Smart Watch,Wearables,Lucknow,5,9937.82,0.05,NetBanking,Refunded
ORD0102365,2025-12-26 07:37:00,2025-12-26 11:21:00,CUST05680,P008,Portable SSD 1TB,Storage,Hyderabad,2,6893.7,0.0,Wallet,Cancelled
ORD0102366,2026-01-25 11:16:00,2026-01-25 12:43:00,CUST08071,P007,Gaming Controller,Gaming,Kolkata,3,3543.56,0.0,NetBanking,Completed
ORD0102367,2026-01-06 03:43:00,2026-01-06 08:54:00,CUST08360,P002,Mechanical Keyboard,Accessories,Jaipur,1,2136.32,0.2,Wallet,Refunded
ORD0102368,2026-01-04 11:22:00,2026-01-04 14:32:00,CUST03436,P002,Mechanical Keyboard,Accessories,Mumbai,4,2928.42,0.0,Card,Cancelled
ORD0102369,2026-01-06 00:59:00,2026-01-06 01:27:00,CUST06961,P006,Webcam HD,Accessories,Jaipur,2,3004.74,0.05,Wallet,Cancelled
ORD0102370,2025-12-21 06:32:00,2025-12-21 08:30:00,CUST03081,P004,USB-C Charger,Power,Jaipur,5,1155.54,0.05,NetBanking,Completed
ORD0102371,2026-03-24 18:32:00,2026-03-24 20:58:00,CUST06881,P004,USB-C Charger,Power,Delhi,3,1189.65,0.0,UPI,Cancelled
ORD0102372,2025-12-23 08:03:00,2025-12-23 09:27:00,CUST01691,P005,Smart Watch,Wearables,Hyderabad,4,9773.14,0.05,Card,Completed
ORD0102373,2026-02-01 19:41:00,2026-02-02 01:19:00,CUST03199,P008,Portable SSD 1TB,Storage,Hyderabad,4,7104.35,0.15,Card,Cancelled
ORD0102374,2026-03-09 21:35:00,2026-03-09 23:47:00,CUST07340,P006,Webcam HD,Accessories,Ahmedabad,5,3125.56,0.0,NetBanking,Refunded
ORD0102375,2026-04-13 20:19:00,2026-04-13 23:22:00,CUST07355,P009,Bluetooth Speaker,Audio,Hyderabad,3,3659.62,0.0,NetBanking,Completed
ORD0102376,2026-03-28 10:40:00,2026-03-28 13:55:00,CUST04754,P002,Mechanical Keyboard,Accessories,Lucknow,2,2898.55,0.0,Wallet,Cancelled
ORD0102377,2026-01-01 11:10:00,2026-01-01 12:33:00,CUST07178,P005,Smart Watch,Wearables,Hyderabad,4,10326.63,0.0,NetBanking,Completed
ORD0102378,2026-04-13 12:41:00,2026-04-13 16:07:00,CUST04889,P006,Webcam HD,Accessories,Hyderabad,3,3200.81,0.2,UPI,Completed
ORD0102379,2026-03-04 10:11:00,2026-03-04 12:21:00,CUST01647,P008,Portable SSD 1TB,Storage,Bengaluru,1,6620.65,0.0,NetBanking,Completed
ORD0102380,2026-01-06 13:09:00,2026-01-06 13:17:00,CUST07496,P006,Webcam HD,Accessories,Jaipur,4,3363.85,0.0,Wallet,Cancelled
ORD0102381,2026-02-07 20:20:00,2026-02-07 22:49:00,CUST01463,P010,Laptop Stand,Accessories,Hyderabad,5,1486.63,0.0,COD,Refunded
ORD0102382,2026-04-05 03:30:00,2026-04-05 07:02:00,CUST07411,P009,Bluetooth Speaker,Audio,Hyderabad,4,4447.61,0.2,Wallet,Refunded
ORD0102383,2026-02-01 03:36:00,2026-02-01 04:22:00,CUST08050,P007,Gaming Controller,Gaming,Ahmedabad,3,2670.37,0.0,UPI,Cancelled
ORD0102384,2026-01-07 00:52:00,2026-01-07 05:33:00,CUST01016,P004,USB-C Charger,Power,Ahmedabad,2,1489.12,0.0,Wallet,Completed
ORD0102385,2026-03-31 00:14:00,2026-03-31 04:13:00,CUST08830,P004,USB-C Charger,Power,Kolkata,2,1148.04,0.15,COD,Cancelled
ORD0102386,2026-04-09 08:34:00,2026-04-09 10:29:00,CUST05936,P006,Webcam HD,Accessories,Mumbai,4,3591.79,0.2,NetBanking,Completed
ORD0102387,2026-04-12 01:42:00,2026-04-12 05:17:00,CUST05837,P005,Smart Watch,Wearables,Lucknow,3,11334.93,0.05,UPI,Completed
ORD0102388,2026-04-09 16:26:00,2026-04-09 18:18:00,CUST03595,P001,Wireless Mouse,Accessories,Jaipur,5,778.29,0.0,UPI,Completed
ORD0102389,2026-03-30 17:50:00,2026-03-30 21:44:00,CUST02366,P003,Noise Cancelling Headphones,Audio,Ahmedabad,3,6180.11,0.1,Card,Refunded
ORD0102390,2026-02-08 12:55:00,2026-02-08 13:54:00,CUST01182,P009,Bluetooth Speaker,Audio,Chennai,4,4301.65,0.15,COD,Cancelled
ORD0102391,2026-01-08 01:49:00,2026-01-08 05:30:00,CUST04369,P005,Smart Watch,Wearables,Ahmedabad,5,10710.42,0.0,NetBanking,Refunded
ORD0102392,2026-02-28 01:24:00,2026-02-28 01:48:00,CUST07328,P010,Laptop Stand,Accessories,Ahmedabad,4,1778.87,0.15,COD,Completed
ORD0102393,2026-01-11 11:53:00,2026-01-11 12:03:00,CUST01168,P003,Noise Cancelling Headphones,Audio,Bengaluru,2,6979.2,0.05,COD,Refunded
ORD0102394,2026-02-10 18:41:00,2026-02-10 20:16:00,CUST02786,P010,Laptop Stand,Accessories,Hyderabad,5,1807.51,0.1,COD,Completed
ORD0102395,2026-03-04 17:29:00,2026-03-04 18:35:00,CUST07573,P009,Bluetooth Speaker,Audio,,4,4593.18,0.1,Card,Completed
ORD0102396,2026-04-08 14:09:00,2026-04-08 17:08:00,CUST04504,P004,USB-C Charger,Power,Delhi,3,1363.26,0.05,Wallet,Refunded
ORD0102397,2026-01-19 16:33:00,2026-01-19 17:36:00,CUST01825,P007,Gaming Controller,Gaming,Chennai,4,2585.34,0.0,Card,Completed
ORD0102398,2026-01-15 05:30:00,2026-01-15 07:01:00,CUST08859,P010,Laptop Stand,Accessories,Ahmedabad,5,1811.23,0.15,Wallet,Refunded
ORD0102399,2026-03-14 04:00:00,2026-03-14 04:39:00,CUST03681,P007,Gaming Controller,Gaming,Ahmedabad,5,2805.2,0.0,COD,Completed
ORD0102400,2025-12-16 18:36:00,2025-12-16 23:55:00,CUST02414,P010,Laptop Stand,Accessories,Jaipur,4,1469.54,0.1,UPI,Completed
ORD0102401,2026-02-21 23:17:00,2026-02-22 03:43:00,CUST05501,P002,Mechanical Keyboard,Accessories,Pune,1,2647.6,0.0,NetBanking,Completed
ORD0102402,2026-03-15 12:14:00,2026-03-15 13:36:00,CUST01681,P002,Mechanical Keyboard,Accessories,Chennai,3,3083.6,0.1,NetBanking,Cancelled
ORD0102403,2026-02-20 02:37:00,2026-02-20 03:24:00,CUST06584,P001,Wireless Mouse,Accessories,Jaipur,4,789.63,0.0,Card,Cancelled
ORD0102404,2026-01-31 01:47:00,2026-01-31 06:53:00,CUST06160,P004,USB-C Charger,Power,Delhi,1,1124.9,0.05,NetBanking,Completed
ORD0102405,2026-03-25 10:12:00,2026-03-25 14:14:00,CUST08256,P008,Portable SSD 1TB,Storage,Kolkata,2,9255.95,0.05,NetBanking,Cancelled
ORD0102406,2026-01-29 12:34:00,2026-01-29 17:53:00,CUST03351,P010,Laptop Stand,Accessories,Pune,1,1758.91,0.0,COD,Completed
ORD0102407,2026-03-11 06:20:00,2026-03-11 07:28:00,CUST04374,P006,Webcam HD,Accessories,Pune,2,3902.67,0.0,UPI,Cancelled
ORD0102408,2026-02-09 16:43:00,2026-02-09 18:55:00,CUST06354,P005,Smart Watch,Wearables,Chennai,3,10137.53,0.0,Card,Completed
ORD0102409,2025-12-19 04:32:00,2025-12-19 05:19:00,CUST02528,P010,Laptop Stand,Accessories,Pune,3,1526.25,0.0,NetBanking,Completed
ORD0102410,2026-02-17 15:53:00,2026-02-17 18:28:00,CUST03895,P006,Webcam HD,Accessories,Chennai,4,4304.71,0.0,NetBanking,Cancelled
ORD0102411,2025-12-21 22:26:00,2025-12-21 23:28:00,CUST01871,P006,Webcam HD,Accessories,Kolkata,2,3070.66,0.1,COD,Completed
ORD0102412,2026-04-06 17:09:00,2026-04-06 17:15:00,CUST06606,P001,Wireless Mouse,Accessories,Chennai,2,921.25,0.0,COD,Refunded
ORD0102413,2026-02-26 04:29:00,2026-02-26 07:34:00,CUST06268,P003,Noise Cancelling Headphones,Audio,Chennai,3,7632.13,0.15,Wallet,Cancelled
ORD0102414,2026-01-29 15:27:00,2026-01-29 21:19:00,CUST01751,P007,Gaming Controller,Gaming,Pune,1,3710.88,0.05,Card,Completed
ORD0102415,2026-02-12 08:13:00,2026-02-12 12:07:00,CUST02030,P007,Gaming Controller,Gaming,Delhi,2,3219.01,0.0,UPI,Completed
ORD0102416,2026-02-28 07:14:00,2026-02-28 11:47:00,CUST04204,P005,Smart Watch,Wearables,Pune,4,9621.2,0.0,Card,Cancelled
ORD0102417,2026-01-16 05:19:00,2026-01-16 10:12:00,CUST06265,P008,Portable SSD 1TB,Storage,Chennai,5,8713.59,0.0,COD,Completed
ORD0102418,2026-01-19 14:34:00,2026-01-19 20:24:00,CUST07317,P007,Gaming Controller,Gaming,Pune,4,3731.51,0.2,COD,Completed
ORD0102419,2026-02-04 05:43:00,2026-02-04 06:33:00,CUST04649,P001,Wireless Mouse,Accessories,Delhi,5,969.17,0.1,UPI,Completed
ORD0102420,2026-01-16 00:41:00,2026-01-16 02:15:00,CUST07428,P009,Bluetooth Speaker,Audio,Chennai,1,4160.98,0.15,COD,Cancelled
ORD0102421,2026-03-16 22:46:00,2026-03-17 02:29:00,CUST04332,P007,Gaming Controller,Gaming,Chennai,1,2964.63,0.0,COD,Refunded
ORD0102422,2025-12-28 10:59:00,2025-12-28 15:55:00,CUST05743,P003,Noise Cancelling Headphones,Audio,Jaipur,5,8062.34,0.0,Wallet,Completed
ORD0102423,2026-03-25 04:38:00,2026-03-25 09:17:00,CUST03087,P003,Noise Cancelling Headphones,Audio,Lucknow,1,7623.84,0.0,Wallet,Refunded
ORD0102424,2026-01-26 19:45:00,2026-01-27 00:08:00,CUST06130,P010,Laptop Stand,Accessories,Chennai,5,1281.11,0.0,COD,Completed
ORD0102425,2026-02-21 08:19:00,2026-02-21 10:14:00,CUST08214,P003,Noise Cancelling Headphones,Audio,Delhi,3,6346.31,0.05,Wallet,Refunded
ORD0102426,2026-01-03 22:20:00,2026-01-04 00:34:00,CUST03289,P001,Wireless Mouse,Accessories,Ahmedabad,1,706.47,0.2,UPI,Completed
ORD0102427,2026-01-31 05:51:00,2026-01-31 06:24:00,CUST06729,P001,Wireless Mouse,Accessories,Hyderabad,4,736.27,0.15,UPI,Completed
ORD0102428,2026-03-16 13:14:00,2026-03-16 15:10:00,CUST04632,P003,Noise Cancelling Headphones,Audio,Chennai,5,6802.78,0.0,NetBanking,Completed
ORD0102429,2026-01-17 11:36:00,2026-01-17 12:36:00,CUST05197,P007,Gaming Controller,Gaming,Ahmedabad,4,3709.4,0.15,UPI,Completed
ORD0102430,2025-12-31 20:57:00,2026-01-01 02:35:00,CUST05627,P005,Smart Watch,Wearables,Kolkata,5,11204.76,0.0,NetBanking,Completed
ORD0102431,2026-02-16 15:07:00,2026-02-16 15:44:00,CUST04390,P008,Portable SSD 1TB,Storage,Hyderabad,2,6538.41,0.0,Card,Completed
ORD0102432,2026-01-04 11:58:00,2026-01-04 14:12:00,CUST06328,P003,Noise Cancelling Headphones,Audio,Jaipur,5,7649.53,0.15,Card,Cancelled
ORD0102433,2026-01-22 18:28:00,2026-01-22 23:47:00,CUST03883,P003,Noise Cancelling Headphones,Audio,Pune,3,7171.64,0.2,Card,Completed
ORD0102434,2026-02-08 01:19:00,2026-02-08 07:03:00,CUST02308,P005,Smart Watch,Wearables,Kolkata,4,11515.01,0.15,Wallet,Cancelled
ORD0102435,2026-02-21 16:35:00,2026-02-21 18:53:00,CUST04193,P008,Portable SSD 1TB,Storage,Chennai,1,-9025.58,0.0,NetBanking,Cancelled
ORD0102436,2026-03-02 17:24:00,2026-03-02 20:14:00,CUST04530,P006,Webcam HD,Accessories,Jaipur,2,3065.42,0.0,Wallet,Completed
ORD0102437,2026-03-07 04:45:00,2026-03-07 07:55:00,CUST07829,P008,Portable SSD 1TB,Storage,Jaipur,1,9313.56,0.05,UPI,Completed
ORD0102438,2026-03-27 07:32:00,2026-03-27 12:28:00,CUST06129,P001,Wireless Mouse,Accessories,Bengaluru,5,697.66,0.15,UPI,Completed
ORD0102439,2025-12-23 22:18:00,2025-12-24 02:55:00,CUST04371,P005,Smart Watch,Wearables,Jaipur,2,11428.35,0.0,COD,Refunded
ORD0102440,2026-01-28 11:29:00,2026-01-28 14:40:00,CUST07822,P005,Smart Watch,Wearables,Chennai,3,12111.32,0.05,COD,Refunded
ORD0102441,2025-12-16 03:04:00,2025-12-16 05:20:00,CUST01035,P001,Wireless Mouse,Accessories,Bengaluru,4,919.4,0.1,COD,Refunded
ORD0102442,2025-12-17 03:11:00,2025-12-17 05:28:00,CUST06499,P004,USB-C Charger,Power,Kolkata,-2,1091.47,0.1,Card,Completed
ORD0102443,2026-01-10 11:21:00,2026-01-10 15:16:00,CUST08385,P003,Noise Cancelling Headphones,Audio,Lucknow,4,6531.45,0.0,Card,Completed
ORD0102444,2026-02-25 18:39:00,2026-02-25 23:40:00,CUST06558,P005,Smart Watch,Wearables,Kolkata,4,8663.85,0.0,UPI,Completed
ORD0102445,2026-04-02 08:11:00,2026-04-02 08:43:00,CUST05742,P002,Mechanical Keyboard,Accessories,Mumbai,-1,2255.17,0.2,COD,Completed
ORD0102446,2026-03-18 19:47:00,2026-03-19 00:24:00,CUST05249,P003,Noise Cancelling Headphones,Audio,Hyderabad,2,6119.97,0.2,Wallet,Completed
ORD0102447,2026-03-03 13:19:00,2026-03-03 16:14:00,CUST02325,P010,Laptop Stand,Accessories,Bengaluru,1,1306.31,0.15,Card,Completed
ORD0102448,2026-03-19 09:06:00,2026-03-19 10:02:00,CUST02228,P002,Mechanical Keyboard,Accessories,Bengaluru,2,2686.04,0.0,COD,Completed
ORD0102449,2026-01-05 15:14:00,2026-01-05 15:53:00,CUST02012,P009,Bluetooth Speaker,Audio,Ahmedabad,1,3786.04,0.0,NetBanking,Completed
ORD0102450,2026-03-26 18:43:00,2026-03-26 20:47:00,CUST08476,P006,Webcam HD,Accessories,Mumbai,4,3569.07,0.0,Card,Completed
ORD0102451,2026-04-01 19:57:00,2026-04-01 21:30:00,CUST04012,P001,Wireless Mouse,Accessories,Jaipur,3,905.96,0.0,NetBanking,Completed
ORD0102452,2025-12-27 09:45:00,2025-12-27 10:26:00,CUST08722,P005,Smart Watch,Wearables,Lucknow,3,8559.68,0.05,UPI,Completed
ORD0102453,2026-02-10 09:28:00,2026-02-10 11:17:00,CUST05897,P006,Webcam HD,Accessories,Mumbai,1,3868.32,0.05,Card,Completed
ORD0102454,2026-03-25 14:30:00,2026-03-25 19:30:00,CUST07027,P003,Noise Cancelling Headphones,Audio,Pune,4,8068.96,0.15,Card,Completed
ORD0102455,2026-02-11 03:08:00,2026-02-11 07:27:00,CUST08513,P003,Noise Cancelling Headphones,Audio,Pune,4,7451.61,0.0,UPI,Completed
ORD0102456,2026-03-26 20:33:00,2026-03-26 21:52:00,CUST05102,P008,Portable SSD 1TB,Storage,Delhi,4,7800.73,0.05,COD,Completed
